Inv. Nr.,Stadtmuseum ID,Link,Inv.-Nr.,Bild,Titel,Maße,Höhe,Breite,Tiefe,Unit,Material,Material Wikidata ID,Datierung in mya,Erdzeitalter,Erdzeitalter Wikidata ID,Herkunft,Herkunft Koordinate,Herkunft Wikidata ID,Herkunft Geoname ID,Fundort,Fundort Koordinate,Fundort Wikidata ID,Fundort Geoname ID,Kommentar,
SM 2013-7180,481072,https://sammlung-online.stadtmuseum.de/index.html?objektid=481072,SM-2013-7180,StadtmuseumBerlin_GeologischeSammlung_SM-2013-7180.jpg,Septarie,"H: 9,50 cm, B: 11,70 cm, T: 10,70 cm","9,5","11,7","10,7",cm,Kalkstein,Q23757,32,Tertiär,Q188645,Dänemark bis Norddeutschland,"54.853928, 9.099750",,,Kiesgrube Bralitz,"52.838283, 14.025615",,,"Die Septarien-Knolle ist ein Geschiebe aus Norddeutschland. Ihr Alter beträgt ca. 32 Millionen Jahre (Tertiär, mittleres Oligozän). Septarien-Knollen sind Kalk-Konkretionen, die im Inneren Austrocknungs- und Schrumpfungsrisse hatten, in denen sich Minerale (meist Calcit) abgeschieden haben. Diese Calcit-Spalten sind härter als das umgebende Material und wittern septenartig heraus. Die auffälligen Knollen waren namengebend für den Septarienton, in dem sie entstanden sind.","9,28"
SM 2013-7183 1-2,481090,https://sammlung-online.stadtmuseum.de/index.html?objektid=481090,SM-2013-7183-1-2,StadtmuseumBerlin_GeologischeSammlung_SM-2013-7183-1-2.jpg,Stettiner Kugel,"H: 3,40 cm, B: 6,50 cm, T: 6,00 cm","3,4","6,5",6,cm,Sandstein,Q13085,32,Tertiär,Q188645,Dänemark bis Norddeutschland,"54.853928, 9.099750",,,Schermützelsee bei Buckow,,Q251147,2839669,"Die Stettiner Kugel ist ein Geschiebe aus Norddeutschland (Raum Stettin). Ihr Alter beträgt 32 Millionen Jahre (Tertiär, höheres Mitteloligozän). Es handelt sich um eine runde Sandstein-Konkretion, die meist zentral ein Fossil enthält. Das sekundär angereicherte Brauneisen bildet Krusten und geht in Risse. Die Kugeln sind in die gelblich-rostbraunen, 10-15 m mächtigen Stettiner Sande eingelagert, die sich im Raum Stettin als Flachwasserfazies entwickelten. Das vorliegende Stück enthält einen Haizahn.","9,23"
SM 2013-7184 1-2,481091,https://sammlung-online.stadtmuseum.de/index.html?objektid=481091,SM-2013-7184-1-2,StadtmuseumBerlin_GeologischeSammlung_SM-2013-7184-1-2.jpg,Stettiner Kugel,"H: 4,00 cm, B: 7,40 cm, T: 7,10 cm",4,"7,4","7,1",cm,Sandstein,Q13085,32,Tertiär,Q188645,Dänemark bis Norddeutschland,"54.853928, 9.099750",,,Schermützelsee bei Buckow,,Q251147,2839669,"Die Stettiner Kugel ist ein Geschiebe aus Norddeutschland (Raum Stettin). Ihr Alter beträgt 32 Millionen Jahre (Tertiär, höheres Mitteloligozän). Es handelt sich um eine runde Sandstein-Konkretion, die meist zentral ein Fossil enthält. Das sekundär angereicherte Brauneisen bildet Krusten und geht in Risse. Die Kugeln sind in die gelblich-rostbraunen, 10-15 m mächtigen Stettiner Sande eingelagert, die sich im Raum Stettin als Flachwasserfazies entwickelten. Das vorliegende Stück enthält kein Fossil.","9,23"
SM 2013-7185 1-2,481092,https://sammlung-online.stadtmuseum.de/index.html?objektid=481092,SM-2013-7185-1-2,StadtmuseumBerlin_GeologischeSammlung_SM-2013-7185-1-2.jpg,Stettiner Kugel,"H: 2,30 cm, B: 4,10 cm, T: 4,40 cm","2,3","4,1","4,4",cm,Sandstein,Q13085,32,Tertiär,Q188645,Dänemark bis Norddeutschland,"54.853928, 9.099750",,,Berlin,,Q64,2950157,"Die Stettiner Kugel ist ein Geschiebe aus Norddeutschland (Raum Stettin). Ihr Alter beträgt 32 Millionen Jahre (Tertiär, höheres Mitteloligozän). Es handelt sich um eine runde Sandstein-Konkretion, die meist zentral ein Fossil enthält. Das sekundär angereicherte Brauneisen bildet Krusten und geht in Risse. Die Kugeln sind in die gelblich-rostbraunen, 10-15 m mächtigen Stettiner Sande eingelagert, die sich im Raum Stettin als Flachwasserfazies entwickelten. Das vorliegende Stück enthält einen Haizahn sowie verschiedene Muscheln und Schnecken.","9,23"
SM 2013-7186,481093,https://sammlung-online.stadtmuseum.de/index.html?objektid=481093,SM-2013-7186,StadtmuseumBerlin_GeologischeSammlung_SM-2013-7186.jpg,Sandeisen-Konkretion,"H: 6,80 cm, B: 10,80 cm, T: 6,20 cm","6,8","10,8","6,2",cm,Sandstein,Q13085,32,Tertiär,Q188645,Dänemark bis Norddeutschland,"54.853928, 9.099750",,,Kiesgrube Hohensaaten,"52.886525, 14.139851",,,"Die Sandeisen-Konkretion ist ein Geschiebe aus Dänemark oder Norddeutschland. Ihr Alter beträgt 32 Millionen Jahre (Tertiär, höheres Mitteloligozän). In dieser Zeit erfolgte im Norden eine Regression, die zur Ablagerung von glaukonitischen Feinsanden führte. Neben den Stettiner Kugeln kommen darin Konkretionen mit Brauneisen-Rinde vor, die nicht so rund sind und deren Sand im Inneren sehr hell und nicht so verfestigt ist. Häufig bleiben daher nur die Eisen-Rinden übrig. Im vorliegenden Stück ist die Schichtung im hellen Sandstein-Kern sehr gut zu erkennen.","9,23"
SM 2013-7187,481094,https://sammlung-online.stadtmuseum.de/index.html?objektid=481094,SM-2013-7187,StadtmuseumBerlin_GeologischeSammlung_SM-2013-7187.jpg,Sandeisen-Konkretion,"H: 10,30 cm, B: 6,00 cm, T: 8,60 cm","10,3",6,"8,6",cm,Sandstein,Q13085,32,Tertiär,Q188645,Dänemark bis Norddeutschland,"54.853928, 9.099750",,,Kiesgrube Bralitz,"52.838283, 14.025615",,,"Die Sandeisen-Konkretion ist ein Geschiebe aus Dänemark oder Norddeutschland. Ihr Alter beträgt 32 Millionen Jahre (Tertiär, höheres Mitteloligozän). In dieser Zeit erfolgte im Norden eine Regression, die zur Ablagerung von glaukonitischen Feinsanden führte. Neben den Stettiner Kugeln kommen darin Konkretionen mit Brauneisen-Rinde vor, die nicht so rund sind und deren Sand im Inneren sehr hell und nicht so verfestigt ist. Häufig bleiben daher nur die Eisen-Rinden übrig. Im vorliegenden Stück ist die Schichtung im hellen Sandstein-Kern sehr gut zu erkennen.","9,23"
SM 2013-7188,481095,https://sammlung-online.stadtmuseum.de/index.html?objektid=481095,SM-2013-7188,StadtmuseumBerlin_GeologischeSammlung_SM-2013-7188.jpg,Sandeisen-Konkretion,"H: 3,70 cm, B: 8,30 cm, T: 6,90 cm","3,7","8,3","6,9",cm,Sandstein,Q13085,32,Tertiär,Q188645,Dänemark bis Norddeutschland,"54.853928, 9.099750",,,Kiesgrube Bralitz,"52.838283, 14.025615",,,"Die Sandeisen-Konkretion ist ein Geschiebe aus Dänemark oder Norddeutschland. Ihr Alter beträgt 32 Millionen Jahre (Tertiär, höheres Mitteloligozän). In dieser Zeit erfolgte im Norden eine Regression, die zur Ablagerung von glaukonitischen Feinsanden führte. Neben den Stettiner Kugeln kommen darin Konkretionen mit Brauneisen-Rinde vor, die nicht so rund sind und deren Sand im Inneren sehr hell und nicht so verfestigt ist.",9
SM 2013-7190 1-3,481097,https://sammlung-online.stadtmuseum.de/index.html?objektid=481097,SM-2013-7190-1-3,StadtmuseumBerlin_GeologischeSammlung_SM-2013-7190-1-3.jpg,Sandeisen-Konkretion,"H: 2,30 cm, B: 9,90 cm, T: 7,40 cm","2,3","9,9","7,4",cm,Sandstein,Q13085,32,Tertiär,Q188645,Dänemark bis Norddeutschland,"54.853928, 9.099750",,,Fresdorf nahe Blankensee,,Q1455653,2924964,"Die Sandeisen-Konkretion ist ein Geschiebe aus Dänemark oder Norddeutschland. Ihr Alter beträgt 32 Millionen Jahre (Tertiär, höheres Mitteloligozän). In dieser Zeit erfolgte im Norden eine Regression, die zur Ablagerung von glaukonitischen Feinsanden führte. Neben den Stettiner Kugeln kommen darin Konkretionen mit Brauneisen-Rinde vor, die nicht so rund sind und deren Sand im Inneren sehr hell und nicht so verfestigt ist. Das vorliegende Stück besteht aus 2 Eisenrinden und einem Brauneisen-Sandsteinkern. Die Eisenrinden werden oft isoliert gefunden und als ""Hexenschüsseln"" bezeichnet. Der Sage nach lebte vor vielen hundert Jahren ein geheimnisvolles Zwergenvolk in Schleswig-Holstein, die ""Unterirdischen"" oder ""Unnerske"". Eines Tages verließen sie das Land und hinterließen nur ihr Geschirr.","9,23"
SM 2013-7191,481098,https://sammlung-online.stadtmuseum.de/index.html?objektid=481098,SM-2013-7191,StadtmuseumBerlin_GeologischeSammlung_SM-2013-7191.jpg,Sandeisen-Konkretion,"H: 4,20 cm, B: 7,90 cm, T: 6,30 cm","4,2","7,9","6,3",cm,Sandstein,Q13085,32,Tertiär,Q188645,Dänemark bis Norddeutschland,"54.853928, 9.099750",,,Kiesgrube Hohensaaten,"52.886525, 14.139851",,,"Die Sandeisen-Konkretion ist ein Geschiebe aus Dänemark oder Norddeutschland. Ihr Alter beträgt 32 Millionen Jahre (Tertiär, höheres Mitteloligozän). In dieser Zeit erfolgte im Norden eine Regression, die zur Ablagerung von glaukonitischen Feinsanden führte. Neben den Stettiner Kugeln kommen darin Konkretionen mit Brauneisen-Rinde vor. Das vorliegende Stück hat einen tonigen Kern, enthält viele große Quarzkörner und zeigt Muschelabdrücke auf der Eisen-Rinde.",9
SM 2013-7192,481100,https://sammlung-online.stadtmuseum.de/index.html?objektid=481100,SM-2013-7192,StadtmuseumBerlin_GeologischeSammlung_SM-2013-7192.jpg,Tertiärer Sandstein,"H: 2,90 cm, B: 5,80 cm, T: 5,10 cm","2,9","5,8","5,1",cm,Sandstein,Q13085,26-33,Tertiär,Q188645,Dänemark bis Norddeutschland,"54.853928, 9.099750",,,Kiesgrube Bochow bei Damsdorf,"52.366170, 12.776859",,,"Der Brauneisen-Sandstein ist ein Geschiebe aus Dänemark oder Norddeutschland. Sein Alter beträgt rund 26 - 33 Millionen Jahre (Tertiär, Oligozän). Während des Tertiärs kam es wiederholt zu Regressionen und Transgressionen des Meeres, wobei glaukonitische Sande abgelagert wurden. Das vorliegende Stück enthält Glaukonit, Quarzkörner und stark aufgearbeitete Schalenfragmenten von Mollusken.","9,23"
SM 2013-7193,481101,https://sammlung-online.stadtmuseum.de/index.html?objektid=481101,SM-2013-7193,StadtmuseumBerlin_GeologischeSammlung_SM-2013-7193.jpg,Sternberger Gestein,"H: 3,50 cm, B: 9,80 cm, T: 6,10 cm","3,5","9,8","6,1",cm,Sandstein,Q13085,26-28,Tertiär,Q188645,vom mecklenburgischen Sternberg westlich bis etwa zum Elbe-Lübeck-Kanal in Schleswig-Holstein.,"53.761841, 11.069057",,,Kiesgrube Weitendorf bei Sternberg,"53.710958, 11.762644",,,"Der Sternberger Kuchen ist ein Lokalgeschiebe aus dem Raum Schwerin. Sein Alter beträgt 26-28 Millionen Jahre (Tertiär, oberes Oligozän, Chattium). Es handelt sich um einen fossilreichen Sandstein, der mit ausgebleichten, mandelartig erscheinenden Mollusken-Schalen durchsetzt ist („Kuchen“). Das Fundgebiet erstreckt sich in erster Linie vom mecklenburgischen Sternberg bis etwa zum Elbe-Lübeck-Kanal in Schleswig-Holstein. Das Sternberger Gestein wurde während der Eiszeit nur im Bereich kleiner Salzhorste im Raum Schwerin abgeschert und über kurze Distanzen verfrachtet.",23
SM 2013-7194,481102,https://sammlung-online.stadtmuseum.de/index.html?objektid=481102,SM-2013-7194,StadtmuseumBerlin_GeologischeSammlung_SM-2013-7194.jpg,Sternberger Gestein,"H: 4,00 cm, B: 13,30 cm, T: 11,50 cm",4,"13,3","11,5",cm,Sandstein,Q13085,26-28,Tertiär,Q188645,vom mecklenburgischen Sternberg westlich bis etwa zum Elbe-Lübeck-Kanal in Schleswig-Holstein.,"53.761841, 11.069057",,,Kiesgrube Pinnow bei Schwerin,"53.596828, 11.566880",,,"Das Sternberger Gestein (Sternberger Kuchen) ist ein Lokalgeschiebe aus dem Raum Schwerin. Sein Alter beträgt 26-28 Millionen Jahre (Tertiär, oberes Oligozän, Chattium). Es handelt sich um einen fossilreichen Sandstein, der mit ausgebleichten, mandelartig erscheinenden Mollusken-Schalen durchsetzt ist („Kuchen“). Das Fundgebiet erstreckt sich in erster Linie vom mecklenburgischen Sternberg westlich bis etwa zum Elbe-Lübeck-Kanal in Schleswig-Holstein. Das Sternberger Gestein wurde während der Eiszeit nur im Bereich kleiner Salzhorste im Raum Schwerin abgeschert und über kurze Distanzen verfrachtet.",23
SM 2013-7195,481103,https://sammlung-online.stadtmuseum.de/index.html?objektid=481103,SM-2013-7195,StadtmuseumBerlin_GeologischeSammlung_SM-2013-7195.jpg,Sternberger Gestein,"H: 5,00 cm, B: 13,20 cm, T: 6,60 cm",5,"13,2","6,6",cm,Sandstein,Q13085,26-28,Tertiär,Q188645,vom mecklenburgischen Sternberg westlich bis etwa zum Elbe-Lübeck-Kanal in Schleswig-Holstein.,"53.761841, 11.069057",,,Kiesgrube Weitendorf bei Sternberg,"53.710958, 11.762644",,,"Das Sternberger Gestein (Sternberger Kuchen) ist ein Lokalgeschiebe aus dem Raum Schwerin. Sein Alter beträgt 26-28 Millionen Jahre (Tertiär, oberes Oligozän, Chattium). Es handelt sich um einen fossilreichen Sandstein, der mit ausgebleichten, mandelartig erscheinenden Mollusken-Schalen durchsetzt ist („Kuchen“). Das Fundgebiet erstreckt sich in erster Linie vom mecklenburgischen Sternberg westlich bis etwa zum Elbe-Lübeck-Kanal in Schleswig-Holstein. Das Sternberger Gestein wurde während der Eiszeit nur im Bereich kleiner Salzhorste im Raum Schwerin abgeschert und über kurze Distanzen verfrachtet.",23
SM 2013-7196 1-3,481104,https://sammlung-online.stadtmuseum.de/index.html?objektid=481104,SM-2013-7196-1-3,StadtmuseumBerlin_GeologischeSammlung_SM-2013-7196-1-3.jpg,Sternberger Gestein,"H: 3,50 cm, B: 10,00 cm, T: 7,50 cm","3,5",10,"7,5",cm,Sandstein,Q13085,26-28,Tertiär,Q188645,vom mecklenburgischen Sternberg westlich bis etwa zum Elbe-Lübeck-Kanal in Schleswig-Holstein.,"53.761841, 11.069057",,,Kiesgrube Weitendorf bei Sternberg,"53.710958, 11.762644",,,"Das Sternberger Gestein (Sternberger Kuchen) ist ein Lokalgeschiebe aus dem Raum Schwerin. Sein Alter beträgt 26-28 Millionen Jahre (Tertiär, oberes Oligozän, Chattium). Es handelt sich um einen fossilreichen Sandstein, der mit ausgebleichten, mandelartig erscheinenden Mollusken-Schalen durchsetzt ist („Kuchen“). Das Fundgebiet erstreckt sich in erster Linie vom mecklenburgischen Sternberg westlich bis etwa zum Elbe-Lübeck-Kanal in Schleswig-Holstein. Das Sternberger Gestein wurde während der Eiszeit nur im Bereich kleiner Salzhorste im Raum Schwerin abgeschert und über kurze Distanzen verfrachtet. Das vorliegende Stück hat eine verfestigte Brauneisenrinde mit vielen Molluskenschalen; der Kern ist sandig und fossilarm. Diese Ausprägung ist untypisch.",23
SM 2013-7197,481105,https://sammlung-online.stadtmuseum.de/index.html?objektid=481105,SM-2013-7197,StadtmuseumBerlin_GeologischeSammlung_SM-2013-7197.jpg,Sternberger Gestein,"H: 0,80 cm, B: 7,30 cm, T: 5,40 cm","0,8","7,3","5,4",cm,Sandstein,Q13085,26-28,Tertiär,Q188645,vom mecklenburgischen Sternberg westlich bis etwa zum Elbe-Lübeck-Kanal in Schleswig-Holstein.,"53.761841, 11.069057",,,Brüel bei Sternberg,,Q559019,2943362,"Das Sternberger Gestein (Sternberger Kuchen) ist ein Lokalgeschiebe aus dem Raum Schwerin. Sein Alter beträgt 26-28 Millionen Jahre (Tertiär, oberes Oligozän, Chattium). Es handelt sich um einen fossilreichen Sandstein, der mit ausgebleichten, mandelartig erscheinenden Mollusken-Schalen durchsetzt ist („Kuchen“). Das Fundgebiet erstreckt sich in erster Linie vom mecklenburgischen Sternberg westlich bis etwa zum Elbe-Lübeck-Kanal in Schleswig-Holstein. Das Sternberger Gestein wurde während der Eiszeit nur im Bereich kleiner Salzhorste im Raum Schwerin abgeschert und über kurze Distanzen verfrachtet. Das vorliegende Stück ist eine Brauneisenrinde aus dem Sternberger Gestein mit eingebackenen Molluskenschalen.",23
SM 2013-7198,481106,https://sammlung-online.stadtmuseum.de/index.html?objektid=481106,SM-2013-7198,StadtmuseumBerlin_GeologischeSammlung_SM-2013-7198.jpg,Sternberger Gestein,"H: 4,40 cm, B: 12,70 cm, T: 8,50 cm","4,4","12,7","8,5",cm,Sandstein,Q13085,26-28,Tertiär,Q188645,vom mecklenburgischen Sternberg westlich bis etwa zum Elbe-Lübeck-Kanal in Schleswig-Holstein.,"53.761841, 11.069057",,,Kiesgrube Weitendorf bei Sternberg,"53.710958, 11.762644",,,"Das Sternberger Gestein (Sternberger Kuchen) ist ein Lokalgeschiebe aus dem Raum Schwerin. Sein Alter beträgt 26-28 Millionen Jahre (Tertiär, oberes Oligozän, Chattium). Es handelt sich um einen fossilreichen Sandstein, der mit ausgebleichten, mandelartig erscheinenden Mollusken-Schalen durchsetzt ist („Kuchen“). Das Fundgebiet erstreckt sich in erster Linie vom mecklenburgischen Sternberg westlich bis etwa zum Elbe-Lübeck-Kanal in Schleswig-Holstein. Das Sternberger Gestein wurde während der Eiszeit nur im Bereich kleiner Salzhorste im Raum Schwerin abgeschert und über kurze Distanzen verfrachtet.",23
SM 2013-7200 1-2,481107,https://sammlung-online.stadtmuseum.de/index.html?objektid=481107,SM-2013-7200-1-2,StadtmuseumBerlin_GeologischeSammlung_SM-2013-7200-1-2.jpg,Konglomerat im Sternberger Gestein,"H: 3,60 cm, B: 6,70 cm, T: 10,30 cm","3,6","6,7","10,3",cm,Sandstein,Q13085,26-28,Tertiär,Q188645,vom mecklenburgischen Sternberg westlich bis etwa zum Elbe-Lübeck-Kanal in Schleswig-Holstein.,"53.761841, 11.069057",,,Kiesgrube Pinnow bei Schwerin,"53.596828, 11.566880",,,"Das Sternberger Gestein (Sternberger Kuchen) ist ein Lokalgeschiebe aus dem Raum Schwerin. Sein Alter beträgt 26-28 Millionen Jahre (Tertiär, oberes Oligozän, Chattium). Es handelt sich um einen fossilreichen Sandstein, der mit ausgebleichten, mandelartig erscheinenden Mollusken-Schalen durchsetzt ist („Kuchen“). Das Fundgebiet erstreckt sich in erster Linie vom mecklenburgischen Sternberg westlich bis etwa zum Elbe-Lübeck-Kanal in Schleswig-Holstein. Das Sternberger Gestein wurde während der Eiszeit nur im Bereich kleiner Salzhorste im Raum Schwerin abgeschert und über kurze Distanzen verfrachtet. Nicht selten treten im Sternberger Kuchen konglomeratische Strukturen auf. Die intraformationalen Gerölle (Umlagerung von wenig verfestigtem Geröll innerhalb des Sternberger Gesteins) dürften in Untiefen, an den sich hebenden Salzstrukturen gebildet worden sein.",23
SM 2013-7292,481991,https://sammlung-online.stadtmuseum.de/index.html?objektid=481991,SM-2013-7292,StadtmuseumBerlin_GeologischeSammlung_SM-2013-7292.jpg,Faxe-Kalk,"H: 4,50 cm, B: 7,60 cm, T: 6,00 cm","4,5","7,6",6,cm,Kalkstein,Q23757,60,Tertiär,Q188645,"SW Schonen und Seeland, Dänemark","55.808729, 12.987985",,,Ostseeküste bei Heiligenhafen,"54.374328, 10.978647",,,"Der Faxe-Kalk ist ein Leitgeschiebe aus Faxe (Seeland, Dänemark). Sein Alter beträgt 60 Millionen Jahre (Grenze Kreide-Tertiär, Dan). Meist ist er vollkommen von Ästen von Tiefwasser-Korallen durchsetzt (Dendrophyllia candelabrum, Faksephyllia faxoensis), die häufig in Steinkernerhaltung vorliegen. Der Kalk ist schmutzig-weiß, fest und sehr feinkörnig.","15,16"
SM 2013-7293,482001,https://sammlung-online.stadtmuseum.de/index.html?objektid=482001,SM-2013-7293,StadtmuseumBerlin_GeologischeSammlung_SM-2013-7293.jpg,Faxe-Kalk,"H: 2,90 cm, B: 7,20 cm, T: 5,20 cm","2,9","7,2","5,2",cm,Kalkstein,Q23757,60,Tertiär,Q188645,"SW Schonen und Seeland, Dänemark","55.808729, 12.987985",,,"Görzke, Fläming",,Q625844,2918896,"Der Faxe-Kalk ist ein Leitgeschiebe aus Faxe (Seeland, Dänemark). Sein Alter beträgt 60 Millionen Jahre (Grenze Kreide-Tertiär, Dan). Meist ist er vollkommen von Ästen von Tiefwasser-Korallen durchsetzt (Dendrophyllia candelabrum, Faksephyllia faxoensis), die häufig in Steinkernerhaltung vorliegen. Der Kalk ist schmutzig-weiß, fest und sehr feinkörnig.","15,16"
SM 2013-7294,482002,https://sammlung-online.stadtmuseum.de/index.html?objektid=482002,SM-2013-7294,StadtmuseumBerlin_GeologischeSammlung_SM-2013-7294.jpg,Faxe-Kalk,"H: 5,40 cm, B: 16,50 cm, T: 11,60 cm","5,4","16,5","11,6",cm,Kalkstein,Q23757,60,Tertiär,Q188645,"SW Schonen und Seeland, Dänemark","55.808729, 12.987985",,,Süd-Rügen,"54.259748, 13.389468",,,"Der Faxe-Kalk ist ein Leitgeschiebe aus Faxe (Seeland, Dänemark). Sein Alter beträgt 60 Millionen Jahre (Grenze Kreide-Tertiär, Dan). Meist ist er vollkommen von Ästen von Tiefwasser-Korallen durchsetzt (Dendrophyllia candelabrum, Faksephyllia faxoensis), die häufig in Steinkernerhaltung vorliegen. Der Kalk ist schmutzig-weiß, fest und sehr feinkörnig. Das vorliegende Stück weist Eiskritzungen vom Gletschertransport auf.","15,16"
SM 2013-7295 1-2,482003,https://sammlung-online.stadtmuseum.de/index.html?objektid=482003,SM-2013-7295-1-2,StadtmuseumBerlin_GeologischeSammlung_SM-2013-7295-1-2.jpg,Faxe-Kalk,"H: 6,50 cm, B: 14,20 cm, T: 11,20 cm","6,5","14,2","11,2",cm,Kalkstein,Q23757,60,Tertiär,Q188645,"SW Schonen und Seeland, Dänemark","55.808729, 12.987985",,,Eckernförder Bucht,,Q524958,2933626,"Der Faxe-Kalk ist ein Leitgeschiebe aus Faxe (Seeland, Dänemark). Sein Alter beträgt 60 Millionen Jahre (Grenze Kreide-Tertiär, Dan). Meist ist er vollkommen von Ästen von Tiefwasser-Korallen durchsetzt (Dendrophyllia candelabrum, Faksephyllia faxoensis), die häufig in Steinkernerhaltung vorliegen. Der Kalk ist schmutzig-weiß, fest und sehr feinkörnig.","15,16"
SM 2013-7296 1-2,482005,https://sammlung-online.stadtmuseum.de/index.html?objektid=482005,SM-2013-7296-1-2,StadtmuseumBerlin_GeologischeSammlung_SM-2013-7296-1-2.jpg,Faxe-Kalk,"H: 7,50 cm, B: 16,50 cm, T: 10,70 cm","7,5","16,5","10,7",cm,Kalkstein,Q23757,60,Tertiär,Q188645,"SW Schonen und Seeland, Dänemark","55.808729, 12.987985",,,Kiesgrube Teschendorf,"52.853162, 13.130595",,,"Der Faxe-Kalk ist ein Leitgeschiebe aus Faxe (Seeland, Dänemark). Sein Alter beträgt 60 Millionen Jahre (Grenze Kreide-Tertiär, Dan). Meist ist er vollkommen von Ästen von Tiefwasser-Korallen durchsetzt (Dendrophyllia candelabrum, Faksephyllia faxoensis), die häufig in Steinkernerhaltung vorliegen. Der Kalk ist schmutzig-weiß, fest und sehr feinkörnig.","15,16"
SM 2013-7362 1-2,482522,https://sammlung-online.stadtmuseum.de/index.html?objektid=482522,SM-2013-7362-1-2,StadtmuseumBerlin_GeologischeSammlung_SM-2013-7362-1-2.jpg,Kelloway-Kalksandstein,"H: 5,50 cm, B: 16,80 cm, T: 11,70 cm","5,5","16,8","11,7",cm,Kalksandstein,Q13085,160,Jura,Q45805,"Polen, Litauen und angrenzender Ostseeraum bis zur Odermündung","54.546460, 18.990221",,,Kiesgrube Gusow,"52.565067, 14.324610",,,"Der Kelloway-Sandstein ist ein Geschiebe aus dem Raum von Litauen bis zur Odermündung. Sein Alter beträgt 160 Millionen Jahre (mittlerer Jura, Callovium). Es handelt sich um einen fossilreichen, eisenhaltigen Kalksandstein, der vorwiegend Muscheln, seltener Schnecken oder Ammoniten enthält. Das Gestein ist meist von grauer Farbe mit einer hellbraunen Verwitterungsrinde. Das vorliegende Stück enthält Brauneisen-Ooide sowie die Muschel Gervillia sp..","9,23"
SM 2013-8079,505631,https://sammlung-online.stadtmuseum.de/index.html?objektid=505631,SM-2013-8079,StadtmuseumBerlin_GeologischeSammlung_SM-2013-8079.jpg,Ekerit,"H: 1,70 cm, B: 6,00 cm, T: 4,30 cm","1,7",6,"4,3",cm,Granit,Q41177,290,Perm,Q76402,nördlicher Oslograben,,Q1774008,9404029,Eckernförder Bucht,,Q524958,2933626,Ekerit ist ein seltenes Geschiebe aus dem nördlichen Oslo-Graben. Sein Alter beträgt 295 – 275 Millionen Jahre (Perm). Es handelt sich um einen Alkalifeldspat-Granit von gelbbrauner bis violettgrauer Farbe.,"9,11"
SM 2013-8080,505636,https://sammlung-online.stadtmuseum.de/index.html?objektid=505636,SM-2013-8080,StadtmuseumBerlin_GeologischeSammlung_SM-2013-8080.jpg,Schaumkalk,"H: 2,70 cm, B: 12,10 cm, T: 9,90 cm","2,7","12,1","9,9",cm,Kalkstein,Q23757,240,Trias,Q47158,Rüdersdorf,"52.481215, 13.805381",,,"Kranepuhl, Fläming","52.097865, 12.617470",,,"Der Schaumkalk ist ein seltenes Geschiebe. Die Herkunft dieses Stückes ist nicht sicher geklärt, liegt jedoch vermutlich in Rüdersdorf. Sein Alter beträgt rund 240 Millionen Jahre (mittlere Trias, unterer Muschelkalk). Der Name leitet sich von der schaumigen Textur ab, die durch das Herauslösen der kugelförmigen Hauptkomponenten (Ooide) entstanden ist. Bei allen Trias-Gesteinen ist eine Abgrenzung zwischen Geschieben und anthropogen verschleppten Stücken schwierig. Südwestlich von Rüdersdorf jedoch ist Schaumkalk als Lokalgeschiebe nachgewiesen.",9
SM 2013-8081,505642,https://sammlung-online.stadtmuseum.de/index.html?objektid=505642,SM-2013-8081,StadtmuseumBerlin_GeologischeSammlung_SM-2013-8081.jpg,Schaumkalk,"H: 4,20 cm, B: 5,90 cm, T: 5,10 cm","4,2","5,9","5,1",cm,Kalkstein,Q23757,240,Trias,Q47158,Rüdersdorf,"52.481215, 13.805381",,,Kiesgrube Niederlehme,"52.319011, 13.679288",,,"Der Schaumkalk ist ein seltenes Geschiebe. Die Herkunft dieses Stückes ist nicht sicher geklärt, liegt jedoch vermutlich in Rüdersdorf. Sein Alter beträgt rund 240 Millionen Jahre (mittlere Trias, unterer Muschelkalk). Der Name leitet sich von der schaumigen Textur ab, die durch das Herauslösen der kugelförmigen Hauptkomponenten (Ooide) entstanden ist. Bei allen Trias-Gesteinen ist eine Abgrenzung zwischen Geschieben und anthropogen verschleppten Stücken schwierig. Südwestlich von Rüdersdorf jedoch ist Schaumkalk als Lokalgeschiebe nachgewiesen. Das vorliegende Stück zeigt die charakteristischen Abrollspuren von Geschieben.",9
SM 2013-8093,505863,https://sammlung-online.stadtmuseum.de/index.html?objektid=505863,SM-2013-8093,StadtmuseumBerlin_GeologischeSammlung_SM-2013-8093.jpg,Kugelsandstein,"H: 6,00 cm, B: 10,00 cm, T: 7,70 cm",6,10,"7,7",cm,Sandstein,Q13085,390,Devon,Q65955,"Baltikum, Lettland",,Q211,458258,Kiesgrube Hohensaaten,"52.886525, 14.139851",,,"Der Kugelsandstein ist ein seltenes Geschiebe aus Lettland. Sein Alter beträgt vermutlich 390 Millionen Jahre (mittleres Devon). Es handelt sich um einen karbonatischen Sandstein, an dessen Oberfläche durch Verwitterung kugelige Strukturen hervortreten. Kennzeichnend sind Reflexionen auf den Bruchflächen, die auf ein kalzitisches Bindemittel hinweisen (Kalzitspiegel). Kugelsandsteine treten auch im Tertiär auf, weisen dann jedoch keinen Kalzitspiegel auf. Das vorliegende Stück wurde nicht auf einen Kalzitspiegel geprüft.","9,23"
